Container is store 1000 languages:
[Procedural]: name = vtYqBUcxF8  year = 1951  popularity = 25.58 abstract variables = True, quotient = 195.1
[ObjectOriented]: name = 9LjUR7sbPu  year = 1948  popularity = 82.98 abstract variables = True legacy = Legacy.SINGLE, quotient = 194.8
[Procedural]: name = MRJ5MOxCWn  year = 1963  popularity = 57.35 abstract variables = True, quotient = 196.3
[Procedural]: name = uA2hcW8QZt  year = 1948  popularity = 60.47 abstract variables = True, quotient = 194.8
[ObjectOriented]: name = 6uxwRmDnUL  year = 2017  popularity = 95.31 abstract variables = True legacy = Legacy.MULTIPLE, quotient = 201.7
[Procedural]: name = aiBt7pfULG  year = 1977  popularity = 2.3 abstract variables = False, quotient = 197.7
[Procedural]: name = qaeJTUcdoQ  year = 1972  popularity = 63.68 abstract variables = True, quotient = 197.2
[Procedural]: name = cHGNVY7jLT  year = 1982  popularity = 96.09 abstract variables = True, quotient = 198.2
[Functional]: name = qg57wQSnsx  year = 1990  popularity = 94.43 lazy calculation = True legacy = STRICT, quotient = 199.0
[Functional]: name = qpZsvwSkhA  year = 2012  popularity = 67.69 lazy calculation = True legacy = DYNAMIC, quotient = 201.2
[Functional]: name = vkOAnRuH4B  year = 1991  popularity = 55.62 lazy calculation = False legacy = STRICT, quotient = 199.1
[ObjectOriented]: name = dFKnG3sFpI  year = 1958  popularity = 31.2 abstract variables = True legacy = Legacy.SINGLE, quotient = 195.8
[Procedural]: name = AZr82M2uxT  year = 1951  popularity = 85.9 abstract variables = False, quotient = 195.1
[Functional]: name = qHZ82Olnan  year = 1962  popularity = 42.63 lazy calculation = False legacy = STRICT, quotient = 196.2
[ObjectOriented]: name = WHXei1uoHn  year = 2018  popularity = 50.58 abstract variables = False legacy = Legacy.MULTIPLE, quotient = 201.8
[Procedural]: name = HaUd9x9FJ3  year = 1988  popularity = 89.77 abstract variables = False, quotient = 198.8
[Functional]: name = E3grQsOVvq  year = 2019  popularity = 17.79 lazy calculation = False legacy = DYNAMIC, quotient = 201.9
[Functional]: name = o1sLSCPhDC  year = 1976  popularity = 55.46 lazy calculation = False legacy = STRICT, quotient = 197.6
[Procedural]: name = ZWMKq6EtjV  year = 2009  popularity = 61.22 abstract variables = False, quotient = 200.9
[ObjectOriented]: name = bodf5YTXOS  year = 1993  popularity = 72.46 abstract variables = False legacy = Legacy.MULTIPLE, quotient = 199.3
[ObjectOriented]: name = 3W5kXQeaLn  year = 1970  popularity = 64.24 abstract variables = False legacy = Legacy.SINGLE, quotient = 197.0
[Functional]: name = 9q8nF6H4f4  year = 1968  popularity = 60.41 lazy calculation = True legacy = DYNAMIC, quotient = 196.8
[Procedural]: name = wwlprAUpC4  year = 1960  popularity = 74.41 abstract variables = True, quotient = 196.0
[Procedural]: name = Z4PIB2jlHh  year = 1955  popularity = 57.48 abstract variables = False, quotient = 195.5
[ObjectOriented]: name = YDtL1Gk9s4  year = 1963  popularity = 54.49 abstract variables = False legacy = Legacy.SINGLE, quotient = 196.3
[Procedural]: name = YGacnYoNIk  year = 2008  popularity = 77.06 abstract variables = False, quotient = 200.8
[Functional]: name = AB1CARlQVi  year = 1961  popularity = 69.08 lazy calculation = False legacy = DYNAMIC, quotient = 196.1
[Procedural]: name = fHmh9BSwcH  year = 2000  popularity = 88.34 abstract variables = False, quotient = 200.0
[ObjectOriented]: name = R1H2BOu8FO  year = 2020  popularity = 59.43 abstract variables = True legacy = Legacy.SINGLE, quotient = 202.0
[Procedural]: name = ukiZxYxxxU  year = 1994  popularity = 72.17 abstract variables = False, quotient = 199.4
[Functional]: name = OTpD66fliM  year = 2010  popularity = 67.23 lazy calculation = False legacy = DYNAMIC, quotient = 201.0
[ObjectOriented]: name = 9QHSMGhQ3A  year = 1945  popularity = 39.23 abstract variables = True legacy = Legacy.SINGLE, quotient = 194.5
[Procedural]: name = I4n2JcgWaR  year = 2012  popularity = 69.51 abstract variables = True, quotient = 201.2
[Procedural]: name = NErG3qF6j2  year = 2014  popularity = 44.5 abstract variables = True, quotient = 201.4
[Functional]: name = Kid1eH3pMm  year = 1961  popularity = 25.5 lazy calculation = True legacy = DYNAMIC, quotient = 196.1
[Functional]: name = TliERPKldn  year = 1972  popularity = 82.73 lazy calculation = False legacy = STRICT, quotient = 197.2
[Procedural]: name = VA6fE7sdJG  year = 1990  popularity = 82.09 abstract variables = True, quotient = 199.0
[Functional]: name = R3fuuMnPcX  year = 1955  popularity = 90.91 lazy calculation = True legacy = DYNAMIC, quotient = 195.5
[ObjectOriented]: name = 7IBdKIVFpp  year = 1971  popularity = 9.06 abstract variables = True legacy = Legacy.SINGLE, quotient = 197.1
[Procedural]: name = wPim9hKMlk  year = 1948  popularity = 71.05 abstract variables = False, quotient = 194.8
[Procedural]: name = nuon5HxE92  year = 2001  popularity = 47.67 abstract variables = False, quotient = 200.1
[Functional]: name = d2FNA9aJSx  year = 1983  popularity = 81.13 lazy calculation = True legacy = DYNAMIC, quotient = 198.3
[Functional]: name = 95dXCEdcDl  year = 1986  popularity = 55.5 lazy calculation = True legacy = DYNAMIC, quotient = 198.6
[Functional]: name = AEqeUcBp31  year = 1955  popularity = 68.54 lazy calculation = True legacy = DYNAMIC, quotient = 195.5
[Functional]: name = hJMoVZEaot  year = 1986  popularity = 89.06 lazy calculation = False legacy = STRICT, quotient = 198.6
[Procedural]: name = uYT1I4wgfj  year = 2019  popularity = 18.35 abstract variables = False, quotient = 201.9
[ObjectOriented]: name = 4bFKDubhN5  year = 1964  popularity = 63.99 abstract variables = False legacy = Legacy.MULTIPLE, quotient = 196.4
[Procedural]: name = rM35BfxTlj  year = 1970  popularity = 62.09 abstract variables = True, quotient = 197.0
[ObjectOriented]: name = 1t7x4vjHjp  year = 1958  popularity = 15.83 abstract variables = True legacy = Legacy.SINGLE, quotient = 195.8
[ObjectOriented]: name = CsIqoIZgPd  year = 1984  popularity = 20.35 abstract variables = False legacy = Legacy.MULTIPLE, quotient = 198.4
[ObjectOriented]: name = S5nutVwXD3  year = 1966  popularity = 57.49 abstract variables = False legacy = Legacy.SINGLE, quotient = 196.6
[Functional]: name = ujDJxZCMPa  year = 2011  popularity = 33.81 lazy calculation = True legacy = DYNAMIC, quotient = 201.1
[ObjectOriented]: name = jqO3hqk7KR  year = 2014  popularity = 35.08 abstract variables = False legacy = Legacy.SINGLE, quotient = 201.4
[Functional]: name = qCOC56xr8o  year = 2012  popularity = 85.65 lazy calculation = True legacy = STRICT, quotient = 201.2
[ObjectOriented]: name = vNTx1fw1t3  year = 1963  popularity = 57.77 abstract variables = True legacy = Legacy.MULTIPLE, quotient = 196.3
[ObjectOriented]: name = O8OIhKExZd  year = 2015  popularity = 97.93 abstract variables = False legacy = Legacy.SINGLE, quotient = 201.5
[ObjectOriented]: name = rR6c5mHOpD  year = 1986  popularity = 34.33 abstract variables = False legacy = Legacy.SINGLE, quotient = 198.6
[ObjectOriented]: name = 2qfuvWZULK  year = 1986  popularity = 15.17 abstract variables = False legacy = Legacy.SINGLE, quotient = 198.6
[Functional]: name = ksqEWJlw7Z  year = 1999  popularity = 5.83 lazy calculation = False legacy = STRICT, quotient = 199.9
[Procedural]: name = OKRZJTVF3E  year = 1996  popularity = 65.64 abstract variables = True, quotient = 199.6
[ObjectOriented]: name = WK66aQQflX  year = 1966  popularity = 2.51 abstract variables = True legacy = Legacy.SINGLE, quotient = 196.6
[ObjectOriented]: name = lrsHTG16ko  year = 1952  popularity = 94.88 abstract variables = True legacy = Legacy.SINGLE, quotient = 195.2
[ObjectOriented]: name = O5Z48kvpZ8  year = 1985  popularity = 34.01 abstract variables = True legacy = Legacy.MULTIPLE, quotient = 198.5
[ObjectOriented]: name = NLgjF172jN  year = 1974  popularity = 21.08 abstract variables = False legacy = Legacy.SINGLE, quotient = 197.4
[Procedural]: name = XgBFbJVWDx  year = 1977  popularity = 98.3 abstract variables = True, quotient = 197.7
[ObjectOriented]: name = Q9W4Vcf7Kh  year = 2013  popularity = 27.11 abstract variables = True legacy = Legacy.MULTIPLE, quotient = 201.3
[Procedural]: name = Z5jiORQ7u9  year = 2013  popularity = 50.1 abstract variables = False, quotient = 201.3
[Functional]: name = Z5FPIWYwkU  year = 1989  popularity = 68.28 lazy calculation = False legacy = DYNAMIC, quotient = 198.9
[Procedural]: name = UtbOZC9g33  year = 1983  popularity = 72.5 abstract variables = False, quotient = 198.3
[Procedural]: name = 6fA35GatPc  year = 2010  popularity = 96.78 abstract variables = True, quotient = 201.0
[Functional]: name = LiVaIe6MXN  year = 1958  popularity = 45.51 lazy calculation = True legacy = STRICT, quotient = 195.8
[Procedural]: name = huTO38hciF  year = 1988  popularity = 78.52 abstract variables = False, quotient = 198.8
[ObjectOriented]: name = AdM6geI8bJ  year = 1969  popularity = 37.99 abstract variables = False legacy = Legacy.MULTIPLE, quotient = 196.9
[Procedural]: name = 5lrEuKjPB3  year = 1950  popularity = 76.0 abstract variables = True, quotient = 195.0
[Procedural]: name = SgmvdT3p7q  year = 1976  popularity = 88.62 abstract variables = False, quotient = 197.6
[Procedural]: name = MJUUvlbnka  year = 1961  popularity = 32.18 abstract variables = False, quotient = 196.1
[ObjectOriented]: name = IJwZ1wVYgg  year = 1962  popularity = 47.11 abstract variables = False legacy = Legacy.SINGLE, quotient = 196.2
[Functional]: name = cvgNWVAFIe  year = 1995  popularity = 73.58 lazy calculation = False legacy = DYNAMIC, quotient = 199.5
[ObjectOriented]: name = CAajMwLFKV  year = 1978  popularity = 33.63 abstract variables = False legacy = Legacy.SINGLE, quotient = 197.8
[ObjectOriented]: name = mWHeQdnZur  year = 1952  popularity = 57.02 abstract variables = False legacy = Legacy.SINGLE, quotient = 195.2
[Functional]: name = jkXohT8DNx  year = 2018  popularity = 38.7 lazy calculation = False legacy = DYNAMIC, quotient = 201.8
[Procedural]: name = C8AniBsHHA  year = 1995  popularity = 90.78 abstract variables = False, quotient = 199.5
[Procedural]: name = vTbgAn7fDS  year = 2007  popularity = 51.25 abstract variables = True, quotient = 200.7
[Procedural]: name = I7TSJVgtEA  year = 1978  popularity = 37.66 abstract variables = False, quotient = 197.8
[ObjectOriented]: name = bkvlR4HjfN  year = 2008  popularity = 34.57 abstract variables = False legacy = Legacy.MULTIPLE, quotient = 200.8
[Procedural]: name = 6su2iFjoXN  year = 2019  popularity = 90.36 abstract variables = True, quotient = 201.9
[ObjectOriented]: name = pPe3IkSLVb  year = 1996  popularity = 54.41 abstract variables = False legacy = Legacy.MULTIPLE, quotient = 199.6
[ObjectOriented]: name = I9WrjBu8aF  year = 1962  popularity = 16.67 abstract variables = True legacy = Legacy.SINGLE, quotient = 196.2
[Functional]: name = KqGNuBqsUi  year = 1951  popularity = 51.82 lazy calculation = True legacy = STRICT, quotient = 195.1

